gene	position	subunit	MFH	type
TraesCS3D01G543100	1037	3	1.270487839	TVGs
TraesCS4A01G038500	1026	3	1.302174425	TVGs
TraesCS4A01G046800	622	3	1.486420692	TVGs
TraesCS4A01G059800	572	3	2.76048642	TVGs
TraesCS4A01G059900	336	3	2.049087088	TVGs
TraesCS4A01G072100	1785	3	2.514981719	TVGs
TraesCS4A01G098600	174	3	9.379963181	TVGs
TraesCS4A01G130400	265	3	2.474557757	TVGs
TraesCS4A01G164000	879	3	4.38753309	TVGs
TraesCS4A01G173300	895	3	2.01492811	TVGs
TraesCS4A01G177500	991	3	2.295512515	TVGs
TraesCS4A01G178300	509	3	2.940803274	TVGs
TraesCS4A01G187800	9	3	1.39708992	TVGs
TraesCS4A01G223200	888	3	2.458697943	TVGs
TraesCS4A01G236200	1667	3	1.272500991	TVGs
TraesCS4A01G237500	936	3	1.775543244	TVGs
TraesCS4A01G245500	1062	3	1.232827165	TVGs
TraesCS4A01G246600	423	3	2.179222325	TVGs
TraesCS4A01G257700	1171	3	1.690503871	TVGs
TraesCS4A01G257800	722	3	2.45739023	TVGs
TraesCS4A01G280000	435	3	1.42177445	TVGs
TraesCS4A01G283500	1175	3	2.561219192	TVGs
TraesCS4A01G293000	1539	3	3.140596711	TVGs
TraesCS4A01G319500	730	3	1.207304844	TVGs
TraesCS4A01G330300	1259	3	1.126295775	TVGs
TraesCS4A01G357100	313	3	1.422732031	TVGs
TraesCS4A01G427500	1076	3	1.094219448	TVGs
TraesCS4A01G444200	774	3	1.143989875	TVGs
TraesCS4B01G002700	101	3	1.833601606	TVGs
TraesCS4B01G014500	1093	3	1.604686054	TVGs
TraesCS4B01G015600	323	3	2.230682799	TVGs
TraesCS4B01G015800	946	3	1.213582031	TVGs
TraesCS4B01G106200	572	3	3.093634255	TVGs
TraesCS4B01G143700	875	3	2.158823526	TVGs
TraesCS4B01G148300	1799	3	1.134555424	TVGs
TraesCS4B01G154400	48	3	1.247687185	TVGs
TraesCS4B01G155500	1344	3	2.152252775	TVGs
TraesCS4B01G171600	126	3	2.245710635	TVGs
TraesCS4B01G180200	86	3	1.202451331	TVGs
TraesCS4B01G194900	1436	3	3.503008527	TVGs
TraesCS4B01G201500	888	3	1.318928476	TVGs
TraesCS4B01G205700	182	3	6.701402447	TVGs
TraesCS4B01G209800	996	3	2.066616017	TVGs
TraesCS4B01G223400	1721	3	1.338261116	TVGs
TraesCS4B01G235000	1461	3	2.387531311	TVGs
TraesCS4B01G242200	152	3	2.255567164	TVGs
TraesCS4B01G244400	1845	3	1.745987128	TVGs
TraesCS4B01G263300	1719	3	1.809714549	TVGs
TraesCS4B01G267200	1091	3	1.631569221	TVGs
TraesCS4B01G344600	623	3	1.335788694	TVGs
TraesCS4B01G345700	937	3	1.766769108	TVGs
TraesCS4D01G013600	62	3	1.244612624	TVGs
TraesCS4D01G055600	223	3	3.787910672	TVGs
TraesCS4D01G089600	907	3	2.690435993	TVGs
TraesCS4D01G115100	120	3	1.035671443	TVGs
TraesCS4D01G125800	1151	3	1.353609483	TVGs
TraesCS4D01G126600	1677	3	1.16017343	TVGs
TraesCS4D01G128700	979	3	1.175021965	TVGs
TraesCS4D01G133100	511	3	1.991285731	TVGs
TraesCS4D01G149400	182	3	1.051509376	TVGs
TraesCS4D01G173700	126	3	1.640023604	TVGs
TraesCS4D01G181700	86	3	1.061791228	TVGs
TraesCS4D01G213100	190	3	8.988599899	TVGs
TraesCS4D01G228500	740	3	2.580498886	TVGs
TraesCS4D01G236400	1461	3	1.999810951	TVGs
TraesCS4D01G258000	1514	3	1.365455971	TVGs
TraesCS4D01G268000	40	3	4.74924723	TVGs
TraesCS4D01G275300	351	3	1.498029221	TVGs
TraesCS4D01G339700	395	3	1.425907753	TVGs
TraesCS4D01G348700	1934	3	2.11383145	TVGs
TraesCS4D01G363300	10	3	1.74077463	TVGs
TraesCS5A01G075400	18	3	1.362214514	TVGs
TraesCS5A01G099200	753	3	1.170721729	TVGs
TraesCS5A01G102700	1291	3	1.48484113	TVGs
TraesCS5A01G118500	1541	3	1.75511198	TVGs
TraesCS5A01G120900	1829	3	1.170511756	TVGs
TraesCS5A01G153400	170	3	7.639331087	TVGs
TraesCS5A01G161900	29	3	1.648264256	TVGs
TraesCS5A01G164600	500	3	1.668346877	TVGs
TraesCS5A01G172600	1335	3	2.62119521	TVGs
TraesCS5A01G174800	353	3	1.257366004	TVGs
TraesCS5A01G175300	373	3	1.139146749	TVGs
TraesCS5A01G178600	1396	3	1.25735809	TVGs
TraesCS5A01G200600	55	3	2.36937433	TVGs
TraesCS5A01G231100	79	3	4.814138288	TVGs
TraesCS5A01G276200	1058	3	2.855465087	TVGs
TraesCS5A01G308900	754	3	1.531844222	TVGs
TraesCS5A01G314800	173	3	3.20283264	TVGs
TraesCS5A01G372100	380	3	1.227357156	TVGs
TraesCS5A01G380900	1402	3	2.538533302	TVGs
TraesCS5A01G387700	271	3	1.187917353	TVGs
TraesCS5A01G395100	1577	3	1.163513069	TVGs
TraesCS5A01G398900	1189	3	1.901748096	TVGs
TraesCS5A01G401200	581	3	2.169377725	TVGs
TraesCS5A01G475300	1624	3	2.822130848	TVGs
TraesCS5A01G482400	580	3	5.245943271	TVGs
TraesCS5A01G511100	1674	3	2.134443381	TVGs
TraesCS5A01G514800	955	3	2.1878557	TVGs
TraesCS5A01G524900	96	3	1.030220877	TVGs
TraesCS5A01G528200	761	3	2.188666748	TVGs
TraesCS5A01G547300	562	3	5.135170579	TVGs
TraesCS5A01G548000	571	3	7.247869766	TVGs
TraesCS5B01G037600	1520	3	2.505680407	TVGs
TraesCS5B01G092500	851	3	1.554777466	TVGs
TraesCS5B01G117700	1223	3	1.672460744	TVGs
TraesCS5B01G120500	91	3	1.366860587	TVGs
TraesCS5B01G163300	1252	3	1.341522962	TVGs
TraesCS5B01G170800	1112	3	1.676591232	TVGs
TraesCS5B01G182000	1838	3	1.333620977	TVGs
TraesCS5B01G226200	1285	3	1.530391728	TVGs
TraesCS5B01G270000	1556	3	1.435854602	TVGs
TraesCS5B01G278600	847	3	2.036576183	TVGs
TraesCS5B01G300200	1551	3	1.238468334	TVGs
TraesCS5B01G320100	178	3	1.297769785	TVGs
TraesCS5B01G320200	427	3	2.902083549	TVGs
TraesCS5B01G348900	829	3	1.163359131	TVGs
TraesCS5B01G403400	1740	3	1.522555561	TVGs
TraesCS5B01G406000	816	3	2.172115336	TVGs
TraesCS5B01G418200	1908	3	1.099084733	TVGs
TraesCS5B01G418700	1643	3	1.083532388	TVGs
TraesCS5B01G446200	1689	3	1.354144904	TVGs
TraesCS5B01G470100	1477	3	1.965676782	TVGs
TraesCS5B01G480900	149	3	3.266774688	TVGs
TraesCS5B01G481000	4	3	1.085427523	TVGs
TraesCS5B01G495500	226	3	5.472346931	TVGs
TraesCS5B01G514200	1941	3	4.043378893	TVGs
TraesCS5B01G528300	1978	3	1.856220589	TVGs
TraesCS5B01G571100	1310	3	1.975967653	TVGs
TraesCS5D01G005300	744	3	1.347969618	TVGs
TraesCS5D01G032000	649	3	1.674965798	TVGs
TraesCS5D01G040000	899	3	1.239828038	TVGs
TraesCS5D01G040400	504	3	1.547561936	TVGs
TraesCS5D01G042600	1183	3	2.653482539	TVGs
TraesCS5D01G088900	18	3	1.96802119	TVGs
TraesCS5D01G103700	378	3	2.617677518	TVGs
TraesCS5D01G122600	1153	3	1.349434496	TVGs
TraesCS5D01G124800	530	3	1.305872746	TVGs
TraesCS5D01G174400	1436	3	1.442439644	TVGs
TraesCS5D01G176600	594	3	2.22539141	TVGs
TraesCS5D01G177100	1343	3	2.546723242	TVGs
TraesCS5D01G205500	1153	3	2.17488693	TVGs
TraesCS5D01G249200	1889	3	2.61171438	TVGs
TraesCS5D01G298300	1758	3	1.235583459	TVGs
TraesCS5D01G302700	1822	3	2.245497742	TVGs
TraesCS5D01G302800	1276	3	1.503183733	TVGs
TraesCS5D01G321100	215	3	3.137984708	TVGs
TraesCS5D01G325800	166	3	2.267573969	TVGs
TraesCS5D01G366000	1289	3	1.12224196	TVGs
TraesCS5D01G380100	808	3	1.048754494	TVGs
TraesCS5D01G411400	639	3	2.403828584	TVGs
TraesCS5D01G419100	1614	3	3.562082396	TVGs
TraesCS5D01G432600	150	3	4.984142212	TVGs
TraesCS5D01G444700	1730	3	3.662096283	TVGs
TraesCS5D01G476000	115	3	3.920595017	TVGs
TraesCS5D01G481300	16	3	1.111782715	TVGs
TraesCS5D01G485100	857	3	3.079693917	TVGs
TraesCS5D01G495000	1963	3	3.36528529	TVGs
TraesCS5D01G496000	219	3	5.899869849	TVGs
TraesCS5D01G565800	1670	3	2.990537459	TVGs
TraesCS6A01G013700	619	3	2.949244145	TVGs
TraesCS6A01G023300	371	3	3.27782167	TVGs
TraesCS6A01G024900	1327	3	1.070835154	TVGs
TraesCS6A01G040400	569	3	2.41618847	TVGs
TraesCS6A01G102100	1382	3	2.777563258	TVGs
TraesCS6A01G131200	1848	3	1.361490406	TVGs
TraesCS6A01G173200	931	3	7.530748527	TVGs
TraesCS6A01G198100	126	3	1.514397324	TVGs
TraesCS6A01G217400	124	3	3.215524631	TVGs
TraesCS6A01G222800	1215	3	1.010606287	TVGs
TraesCS6A01G262700	1210	3	4.691588299	TVGs
TraesCS6A01G266000	1296	3	3.938288262	TVGs
TraesCS6A01G266900	249	3	1.50340666	TVGs
TraesCS6A01G275600	1538	3	2.169767009	TVGs
TraesCS6A01G290800	12	3	1.96627659	TVGs
TraesCS6A01G296400	392	3	2.807916171	TVGs
TraesCS6A01G315300	1149	3	1.276279219	TVGs
TraesCS6A01G316400	586	3	1.509532973	TVGs
TraesCS6A01G331100	752	3	1.532056182	TVGs
TraesCS6A01G337100	185	3	1.672104963	TVGs
TraesCS6A01G340300	1537	3	1.959039851	TVGs
TraesCS6B01G011800	941	3	1.462855423	TVGs
TraesCS6B01G020900	587	3	2.86169081	TVGs
TraesCS6B01G031600	1000	3	3.431260085	TVGs
TraesCS6B01G088500	168	3	1.072192469	TVGs
TraesCS6B01G089400	823	3	1.375516447	TVGs
TraesCS6B01G093600	548	3	2.472182219	TVGs
TraesCS6B01G115200	939	3	1.35340236	TVGs
TraesCS6B01G136700	1077	3	1.593107448	TVGs
TraesCS6B01G196500	229	3	2.645525362	TVGs
TraesCS6B01G238900	1322	3	1.776963245	TVGs
TraesCS6B01G247200	116	3	3.951988501	TVGs
TraesCS6B01G326200	568	3	2.476188762	TVGs
TraesCS6B01G328000	1683	3	1.818749351	TVGs
TraesCS6B01G340300	1873	3	2.068812872	TVGs
TraesCS6B01G349300	94	3	1.631238669	TVGs
TraesCS6B01G367800	171	3	1.701559515	TVGs
TraesCS6B01G456400	1023	3	1.681266377	TVGs
TraesCS6D01G003300	1671	3	1.154524475	TVGs
TraesCS6D01G026400	627	3	2.070003977	TVGs
TraesCS6D01G064400	578	3	1.111091234	TVGs
TraesCS6D01G066700	838	3	1.447121521	TVGs
TraesCS6D01G096100	1183	3	1.882668691	TVGs
TraesCS6D01G121100	1862	3	1.427401675	TVGs
TraesCS6D01G141700	1178	3	2.524872872	TVGs
TraesCS6D01G177400	601	3	1.7193922	TVGs
TraesCS6D01G189400	1517	3	1.842076158	TVGs
TraesCS6D01G190700	903	3	1.984099324	TVGs
TraesCS6D01G199700	124	3	3.625454567	TVGs
TraesCS6D01G242100	745	3	6.111502181	TVGs
TraesCS6D01G242400	890	3	1.168694695	TVGs
TraesCS6D01G248600	1435	3	5.935148389	TVGs
TraesCS6D01G272000	12	3	1.017680985	TVGs
TraesCS6D01G332200	1258	3	1.190647003	TVGs
TraesCS6D01G399000	477	3	1.366031063	TVGs
TraesCS7A01G016900	1419	3	2.459884414	TVGs
TraesCS7A01G062100	1906	3	1.07564098	TVGs
TraesCS7A01G063900	9	3	1.987204094	TVGs
TraesCS7A01G066500	725	3	1.215129459	TVGs
TraesCS7A01G130300	1056	3	1.65385454	TVGs
TraesCS7A01G144900	748	3	1.808226206	TVGs
TraesCS7A01G152800	1056	3	3.206776197	TVGs
TraesCS7A01G159300	597	3	1.144994004	TVGs
TraesCS7A01G168700	1177	3	1.838184422	TVGs
TraesCS7A01G172900	1389	3	2.006329159	TVGs
TraesCS7A01G178600	1806	3	3.114283112	TVGs
TraesCS7A01G203900	779	3	2.805144752	TVGs
TraesCS7A01G209900	261	3	1.848878649	TVGs
TraesCS7A01G235100	1406	3	5.185872744	TVGs
TraesCS7A01G236200	1275	3	2.514573369	TVGs
TraesCS7A01G245700	666	3	2.487991883	TVGs
TraesCS7A01G263400	1696	3	1.414498991	TVGs
TraesCS7A01G294300	1875	3	1.056266498	TVGs
TraesCS7A01G325800	1115	3	1.34601925	TVGs
TraesCS7A01G328500	1605	3	1.440582984	TVGs
TraesCS7A01G328700	983	3	1.843036992	TVGs
TraesCS7A01G343800	211	3	1.074073916	TVGs
TraesCS7A01G345700	1642	3	1.225193101	TVGs
TraesCS7A01G363100	1473	3	2.23300919	TVGs
TraesCS7A01G370000	256	3	2.826679137	TVGs
TraesCS7A01G377700	1176	3	1.749044657	TVGs
TraesCS7A01G382400	1738	3	2.553672477	TVGs
TraesCS7A01G396300	126	3	1.357308428	TVGs
TraesCS7A01G441900	367	3	1.937248972	TVGs
TraesCS7A01G453600	1511	3	3.09509116	TVGs
TraesCS7A01G506000	657	3	1.525952339	TVGs
TraesCS7A01G523600	263	3	1.664784102	TVGs
TraesCS7A01G528700	1177	3	2.724905979	TVGs
TraesCS7B01G001600	954	3	1.25564437	TVGs
TraesCS7B01G030000	1744	3	2.329493846	TVGs
TraesCS7B01G033800	844	3	1.199232485	TVGs
TraesCS7B01G035100	309	3	1.780935922	TVGs
TraesCS7B01G047200	726	3	1.604905941	TVGs
TraesCS7B01G049000	952	3	2.638043318	TVGs
TraesCS7B01G087000	982	3	1.175154244	TVGs
TraesCS7B01G095300	1209	3	1.595130467	TVGs
TraesCS7B01G104200	351	3	2.742959264	TVGs
TraesCS7B01G147500	1681	3	1.278938952	TVGs
TraesCS7B01G161500	1686	3	2.474588908	TVGs
TraesCS7B01G193400	1286	3	2.145674858	TVGs
TraesCS7B01G206400	902	3	1.245783501	TVGs
TraesCS7B01G216000	777	3	1.408148183	TVGs
TraesCS7B01G221900	1325	3	1.432476145	TVGs
TraesCS7B01G231000	232	3	2.105918463	TVGs
TraesCS7B01G258500	242	3	1.89351481	TVGs
TraesCS7B01G267300	116	3	16.12542825	TVGs
TraesCS7B01G354000	1492	3	1.510994493	TVGs
TraesCS7B01G367700	1097	3	2.627361552	TVGs
TraesCS7B01G388700	731	3	9.146835764	TVGs
TraesCS7B01G401000	1598	3	1.198782334	TVGs
TraesCS7B01G438100	1972	3	1.27138697	TVGs
TraesCS7B01G462300	1478	3	2.044040576	TVGs
TraesCS7D01G015100	145	3	2.751715534	TVGs
TraesCS7D01G041200	305	3	2.613056309	TVGs
TraesCS7D01G043000	901	3	1.995569859	TVGs
TraesCS7D01G058100	797	3	2.735568255	TVGs
TraesCS7D01G116300	1432	3	1.789781829	TVGs
TraesCS7D01G128300	604	3	1.995440598	TVGs
TraesCS7D01G129100	1870	3	1.187062563	TVGs
TraesCS7D01G134300	809	3	1.104249102	TVGs
TraesCS7D01G139800	1128	3	1.318641246	TVGs
TraesCS7D01G146300	737	3	1.70060008	TVGs
TraesCS7D01G197300	703	3	1.922567036	TVGs
TraesCS7D01G207000	815	3	2.73222918	TVGs
TraesCS7D01G211800	239	3	1.943562292	TVGs
TraesCS7D01G235100	1405	3	3.452833824	TVGs
TraesCS7D01G244200	678	3	2.552401233	TVGs
TraesCS7D01G269700	556	3	1.661265598	TVGs
TraesCS7D01G309200	1341	3	2.233614564	TVGs
TraesCS7D01G310200	814	3	1.288115682	TVGs
TraesCS7D01G311200	423	3	1.24962098	TVGs
TraesCS7D01G329500	16	3	1.367420497	TVGs
TraesCS7D01G338400	357	3	1.527768201	TVGs
TraesCS7D01G349600	1519	3	1.332861799	TVGs
TraesCS7D01G353100	242	3	2.343185107	TVGs
TraesCS7D01G357300	71	3	1.348631791	TVGs
TraesCS7D01G365800	960	3	2.050353533	TVGs
TraesCS7D01G370700	1284	3	1.770996401	TVGs
TraesCS7D01G392600	506	3	1.088169567	TVGs
TraesCS7D01G411600	1509	3	1.122150501	TVGs
TraesCS7D01G431100	379	3	3.054736292	TVGs
TraesCS7D01G449900	1205	3	1.519441018	TVGs
TraesCS7D01G485600	540	3	1.333394336	TVGs
TraesCS7D01G497400	1317	3	3.828527283	TVGs
TraesCS7D01G500900	799	3	1.469774272	TVGs
TraesCS7D01G506800	1455	3	1.34377835	TVGs
TraesCS7D01G516600	1140	3	1.672427145	TVGs
TraesCS7D01G516700	1050	3	2.517759702	TVGs
TraesCS7D01G517800	1317	3	1.72834246	TVGs
TraesCS7D01G536800	450	3	1.42336223	TVGs
TraesCS7D01G549000	1266	3	1.013578827	TVGs
TraesCSU01G003200	46	3	1.26781568	TVGs
