gene	position	subunit	MFH	type
TraesCS7A01G249400	1053	3	2.758242355	TGGs
TraesCS7B01G025500	1553	3	1.455667244	TGGs
TraesCS7B01G115900	1366	3	2.272324994	TGGs
TraesCS7B01G146000	1865	3	3.245742059	TGGs
TraesCS7B01G225100	1284	3	1.236703287	TGGs
TraesCS7D01G061500	1178	3	2.371340067	TGGs
TraesCS7D01G159300	1014	3	7.739045036	TGGs
TraesCS7D01G197600	272	3	1.967377199	TGGs
TraesCS7D01G223200	1635	3	2.303615417	TGGs
TraesCS7D01G357200	1804	3	2.440405478	TGGs
TraesCS7D01G376200	1840	3	1.630468464	TGGs
TraesCS7D01G414500	1787	3	1.19306344	TGGs
TraesCS7D01G532700	1577	3	1.332186171	TGGs
TraesCSU01G086800	1273	3	4.345197282	TGGs
TraesCS1A01G031200	1188	3	1.812407116	TGGs
TraesCS1A01G033000	1793	3	2.081638697	TGGs
TraesCS1A01G042700	1227	3	1.460452662	TGGs
TraesCS1A01G276200	323	3	4.098914541	TGGs
TraesCS1A01G383400	544	3	4.195479128	TGGs
TraesCS1A01G403000	1034	3	2.181831556	TGGs
TraesCS1B01G055200	989	3	2.066150066	TGGs
TraesCS1B01G062400	768	3	3.40645046	TGGs
TraesCS1B01G118000	1810	3	1.101068423	TGGs
TraesCS1B01G133400	1673	3	1.881232656	TGGs
TraesCS1B01G364500	1281	3	1.088575429	TGGs
TraesCS1B01G441000	197	3	1.501773047	TGGs
TraesCS1B01G461800	1169	3	1.400061971	TGGs
TraesCS1D01G187900	128	3	1.851978867	TGGs
TraesCS1D01G306600	49	3	3.077767527	TGGs
TraesCS1D01G327100	1743	3	2.319714746	TGGs
TraesCS1D01G361300	1388	3	1.268387592	TGGs
TraesCS1D01G383500	283	3	1.786538858	TGGs
TraesCS1D01G443000	1307	3	1.146654142	TGGs
TraesCS2A01G081400	1916	3	1.938446017	TGGs
TraesCS2A01G089400	396	3	4.094028687	TGGs
TraesCS2A01G291000	1163	3	1.871617361	TGGs
TraesCS2A01G308200	1497	3	2.031925373	TGGs
TraesCS2A01G452300	1871	3	1.387485762	TGGs
TraesCS2A01G506000	1886	3	1.459958043	TGGs
TraesCS2A01G510700	1364	3	1.693924516	TGGs
TraesCS2B01G005400	120	3	4.056004099	TGGs
TraesCS2B01G058200	769	3	2.426296998	TGGs
TraesCS2B01G118000	1096	3	2.56027927	TGGs
TraesCS2B01G196700	1848	3	2.374163294	TGGs
TraesCS2B01G272900	1796	3	2.275212645	TGGs
TraesCS2B01G296000	1849	3	1.704784339	TGGs
TraesCS2B01G449200	1145	3	1.146794929	TGGs
TraesCS2B01G613800	135	3	1.718549945	TGGs
TraesCS2B01G618000	157	3	1.394531228	TGGs
TraesCS2D01G100300	1049	3	3.406055075	TGGs
TraesCS2D01G120400	675	3	2.162620739	TGGs
TraesCS2D01G418200	546	3	1.274012569	TGGs
TraesCS2D01G455800	602	3	1.463825555	TGGs
TraesCS2D01G588100	958	3	1.772053041	TGGs
TraesCS3A01G098200	1195	3	1.433902904	TGGs
TraesCS3A01G133100	492	3	1.470534981	TGGs
TraesCS3A01G207800	315	3	1.464883069	TGGs
TraesCS3A01G257000	651	3	1.265273438	TGGs
TraesCS3A01G295000	573	3	1.776260582	TGGs
TraesCS3A01G313600	256	3	1.220731135	TGGs
TraesCS3A01G323800	362	3	3.286227899	TGGs
TraesCS3A01G445300	813	3	2.801167181	TGGs
TraesCS3B01G018400	886	3	1.619241767	TGGs
TraesCS3B01G196700	67	3	1.303169787	TGGs
TraesCS3B01G234900	312	3	1.156220682	TGGs
TraesCS3B01G254400	568	3	1.427587995	TGGs
TraesCS3B01G274100	1239	3	1.640153661	TGGs
TraesCS3B01G372300	840	3	3.144015613	TGGs
TraesCS3B01G401500	1961	3	1.474113791	TGGs
TraesCS3B01G419200	1654	3	2.048718983	TGGs
TraesCS3B01G525000	960	3	3.447557194	TGGs
TraesCS3B01G598200	29	3	1.388189824	TGGs
TraesCS3D01G045800	1020	3	15.36625584	TGGs
TraesCS3D01G098400	1291	3	1.350810546	TGGs
TraesCS3D01G115400	74	3	9.892176136	TGGs
TraesCS3D01G140700	255	3	1.490223933	TGGs
TraesCS3D01G171200	1981	3	1.660137478	TGGs
TraesCS3D01G308100	592	3	1.155475755	TGGs
TraesCS3D01G317400	216	3	1.642762182	TGGs
TraesCS3D01G349900	1904	3	1.135681219	TGGs
TraesCS3D01G380100	1876	3	1.971071085	TGGs
TraesCS3D01G393100	1311	3	1.560647204	TGGs
TraesCS4A01G094400	301	3	1.063514343	TGGs
TraesCS4A01G162200	128	3	1.746221917	TGGs
TraesCS4A01G194100	1575	3	1.967116872	TGGs
TraesCS4A01G194800	1575	3	1.693513986	TGGs
TraesCS4A01G223100	381	3	1.727891124	TGGs
TraesCS4A01G386500	906	3	1.535127663	TGGs
TraesCS4B01G078800	1409	3	1.481472281	TGGs
TraesCS4B01G101800	1118	3	1.337436935	TGGs
TraesCS4B01G172500	1302	3	1.113796116	TGGs
TraesCS4B01G210000	1544	3	1.522553719	TGGs
TraesCS4B01G224500	1381	3	1.232706536	TGGs
TraesCS4B01G245800	1567	3	1.505108236	TGGs
TraesCS4B01G329500	1770	3	2.383299705	TGGs
TraesCS4D01G014400	429	3	1.484161008	TGGs
TraesCS4D01G342400	433	3	1.496964969	TGGs
TraesCS5A01G032200	1491	3	1.427938127	TGGs
TraesCS5A01G065200	1210	3	1.808425223	TGGs
TraesCS5A01G098300	267	3	9.530343632	TGGs
TraesCS5A01G173800	1843	3	1.778047936	TGGs
TraesCS5A01G280800	350	3	1.314557144	TGGs
TraesCS5A01G284700	538	3	1.888643248	TGGs
TraesCS5A01G413500	787	3	1.055486878	TGGs
TraesCS5A01G486200	485	3	1.465558221	TGGs
TraesCS5B01G112300	290	3	1.066417153	TGGs
TraesCS5B01G287300	967	3	2.743929093	TGGs
TraesCS5B01G321600	708	3	1.265780227	TGGs
TraesCS5B01G396100	1450	3	2.030890906	TGGs
TraesCS5D01G222000	1114	3	3.938586239	TGGs
TraesCS5D01G341800	1638	3	1.778044422	TGGs
TraesCS5D01G361000	968	3	1.413388917	TGGs
TraesCS5D01G364500	606	3	1.31130427	TGGs
TraesCS5D01G401300	465	3	2.232499812	TGGs
TraesCS5D01G420400	374	3	2.30065654	TGGs
TraesCS5D01G446800	165	3	3.694867799	TGGs
TraesCS5D01G557900	1502	3	2.526377062	TGGs
TraesCS6A01G085200	1947	3	1.233088485	TGGs
TraesCS6A01G160800	1109	3	1.53893145	TGGs
TraesCS6A01G218900	1313	3	2.487186619	TGGs
TraesCS6A01G219500	62	3	1.19252673	TGGs
TraesCS6A01G307400	1718	3	1.20904512	TGGs
TraesCS6A01G324100	1101	3	1.378270963	TGGs
TraesCS6B01G050700	1081	3	1.599967293	TGGs
TraesCS6B01G392900	1897	3	1.572074439	TGGs
TraesCS6D01G120700	1873	3	1.960508662	TGGs
TraesCS6D01G151900	1053	3	1.864814272	TGGs
TraesCS6D01G152100	465	3	1.65801118	TGGs
TraesCS6D01G202500	63	3	1.600992284	TGGs
TraesCS6D01G289700	1728	3	2.06752004	TGGs
TraesCS6D01G303700	1812	3	2.448966156	TGGs
TraesCS7A01G220800	1727	3	1.485196423	TGGs
TraesCS7A01G232700	66	3	1.071514209	TGGs
TraesCS7A01G277600	514	3	2.321068347	TGGs
TraesCS7A01G299400	1122	3	3.247679987	TGGs
TraesCS7A01G338800	1756	3	1.921191986	TGGs
TraesCS7A01G363600	1249	3	1.360413495	TGGs
TraesCS7A01G448800	285	3	1.019981995	TGGs
TraesCS7A01G489100	1681	3	2.659836966	TGGs
TraesCS7A01G516000	607	3	1.136028868	TGGs
TraesCS7B01G094600	453	3	2.295696502	TGGs
TraesCS7B01G188000	1122	3	4.338388724	TGGs
TraesCS7B01G296300	1950	3	1.25095334	TGGs
TraesCS7B01G418400	1318	3	4.368313711	TGGs
TraesCS7B01G437800	495	3	3.085089103	TGGs
TraesCS7B01G450000	1801	3	2.40004901	TGGs
TraesCS7D01G194200	1160	3	1.228636319	TGGs
TraesCS7D01G206100	1313	3	2.096449332	TGGs
TraesCS7D01G281500	1800	3	1.400851145	TGGs
TraesCS7D01G295400	1122	3	3.822123982	TGGs
TraesCS7D01G312500	1516	3	2.146773483	TGGs
TraesCS7D01G315100	1578	3	1.029056325	TGGs
TraesCS7D01G456100	1071	3	2.112627363	TGGs
