gene	pos	subunit	response
TraesCS1A01G193200	578	3	0
TraesCS1A01G193600	592	3	0
TraesCS1A01G194000	1693	3	0
TraesCS1A01G194300	941	3	0
TraesCS1A01G195200	1654	3	0
TraesCS1A01G196500	1498	3	0
TraesCS1A01G198700	1978	3	0
TraesCS1A01G199500	143	3	0
TraesCS1A01G202200	50	3	0
TraesCS1A01G202500	1043	3	0
TraesCS1A01G203100	627	3	0
TraesCS1A01G205500	276	3	0
TraesCS1A01G206300	714	3	0
TraesCS1A01G208100	208	3	0
TraesCS1A01G211300	1159	3	0
TraesCS1A01G213600	1310	3	0
TraesCS1A01G214200	976	3	1
TraesCS1A01G214700	46	3	0
TraesCS1A01G216900	681	3	0
TraesCS1A01G217100	780	3	0
TraesCS1A01G218600	701	3	0
TraesCS1A01G219900	1	3	0
TraesCS1A01G221800	489	3	0
TraesCS1A01G222500	641	3	0
TraesCS1A01G223100	1544	3	0
TraesCS1A01G225200	1820	3	0
TraesCS1A01G228100	649	3	0
TraesCS1A01G229000	676	3	0
TraesCS1A01G230900	343	3	0
TraesCS1A01G232900	1964	3	0
TraesCS1A01G235200	1490	3	0
TraesCS1A01G237900	1324	3	0
TraesCS1A01G238800	1548	3	1
TraesCS1A01G242300	49	3	0
TraesCS1A01G243000	1042	3	0
TraesCS1A01G243700	1963	3	0
TraesCS1A01G245200	1935	3	0
TraesCS1A01G245900	918	3	0
TraesCS1A01G247000	664	3	0
TraesCS1A01G247300	1086	3	0
TraesCS1A01G247800	1203	3	0
TraesCS1A01G248600	214	3	0
TraesCS1A01G250300	1245	3	0
TraesCS1A01G252400	1704	3	0
TraesCS1A01G253400	1803	3	0
TraesCS1A01G256000	648	3	0
TraesCS1A01G256800	844	3	0
TraesCS1A01G257500	1642	3	0
TraesCS1A01G257700	891	3	0
TraesCS1A01G259700	1255	3	1
TraesCS1A01G260200	1715	3	0
TraesCS1A01G260500	240	3	0
TraesCS1A01G261200	1564	3	0
TraesCS1A01G261300	1428	3	0
TraesCS1A01G265100	1854	3	0
TraesCS1A01G266300	1883	3	0
TraesCS1A01G267100	57	3	0
TraesCS1A01G271800	1881	3	1
TraesCS1A01G271900	744	3	0
TraesCS1A01G275100	489	3	0
TraesCS1A01G277400	1757	3	0
TraesCS1A01G278100	1948	3	0
TraesCS1A01G278200	285	3	1
TraesCS1A01G279500	1896	3	0
TraesCS1A01G282500	1706	3	0
TraesCS1A01G284300	195	3	0
TraesCS1A01G284400	1426	3	0
TraesCS1A01G285100	1100	3	0
TraesCS1A01G286000	984	3	0
TraesCS1A01G288100	1520	3	0
TraesCS1A01G288700	794	3	0
TraesCS1A01G294400	641	3	0
TraesCS1A01G297400	1944	3	0
TraesCS1A01G298400	575	3	0
TraesCS1A01G299700	651	3	0
TraesCS1A01G300400	526	3	0
TraesCS1A01G302000	135	3	0
TraesCS1A01G304600	1165	3	0
TraesCS1A01G305600	986	3	0
TraesCS1A01G308300	298	3	0
TraesCS1A01G308700	723	3	0
TraesCS1A01G308800	1723	3	0
TraesCS1A01G310900	99	3	0
TraesCS1A01G312700	1740	3	0
TraesCS1A01G313900	1457	3	0
TraesCS1A01G315000	1797	3	0
TraesCS1A01G315800	1613	3	0
TraesCS1A01G317500	1740	3	0
TraesCS1A01G317700	1012	3	0
TraesCS1A01G320000	346	3	0
TraesCS1A01G322100	64	3	0
TraesCS1A01G322400	285	3	0
TraesCS1A01G325200	654	3	0
TraesCS1A01G327700	638	3	0
TraesCS1A01G327900	1920	3	0
TraesCS1A01G328100	1639	3	1
TraesCS1A01G328400	633	3	0
TraesCS1A01G328500	660	3	0
TraesCS1A01G330400	1442	3	0
TraesCS1A01G333400	1837	3	0
TraesCS1A01G334400	1670	3	0
TraesCS1A01G337500	1385	3	0
TraesCS1A01G337600	542	3	0
TraesCS1A01G340700	1173	3	0
TraesCS1A01G341000	31	3	0
TraesCS1A01G347000	839	3	0
TraesCS1A01G347800	765	3	0
TraesCS1A01G349000	1314	3	0
TraesCS1A01G349200	1466	3	0
TraesCS1A01G350600	744	3	1
TraesCS1A01G351100	656	3	0
TraesCS1A01G351200	885	3	0
TraesCS1A01G352700	1194	3	0
TraesCS1A01G355400	1913	3	0
TraesCS1A01G357100	1858	3	0
TraesCS1A01G357300	423	3	0
TraesCS1A01G358200	1176	3	0
TraesCS1A01G360500	353	3	0
TraesCS1A01G361100	441	3	0
TraesCS1A01G362100	1752	3	1
TraesCS1A01G362600	1962	3	0
TraesCS1A01G362900	1286	3	0
TraesCS1A01G364600	1982	3	0
TraesCS1A01G365600	1181	3	0
TraesCS1A01G367300	1982	3	0
TraesCS1A01G369100	1340	3	0
TraesCS1A01G371200	1796	3	0
TraesCS1A01G371900	426	3	1
TraesCS1A01G374300	1724	3	0
TraesCS1A01G377800	495	3	0
TraesCS1A01G378600	1478	3	0
TraesCS1A01G379500	1684	3	0
TraesCS1A01G383100	1124	3	0
TraesCS1A01G384200	869	3	0
TraesCS1A01G386900	663	3	0
TraesCS1A01G388600	1031	3	0
TraesCS1A01G390200	1249	3	0
TraesCS1A01G393300	1580	3	0
TraesCS1A01G393600	1782	3	0
TraesCS1A01G394300	1512	3	0
TraesCS1A01G394800	854	3	0
TraesCS1A01G396500	42	3	0
TraesCS1A01G399500	1463	3	0
TraesCS1A01G403400	1523	3	0
TraesCS1A01G405300	416	3	0
TraesCS1A01G406000	1977	3	0
TraesCS1A01G407400	1432	3	0
TraesCS1A01G409000	1679	3	0
TraesCS1A01G409600	1349	3	0
TraesCS1A01G410200	2	3	0
TraesCS1A01G410600	477	3	0
TraesCS1A01G410700	503	3	0
TraesCS1A01G411000	819	3	0
TraesCS1A01G412100	948	3	0
TraesCS1A01G412300	1786	3	0
TraesCS1A01G415600	1761	3	0
TraesCS1A01G418000	249	3	0
TraesCS1A01G419000	339	3	0
TraesCS1A01G424600	899	3	0
TraesCS1A01G428100	846	3	0
TraesCS1A01G428600	1806	3	0
TraesCS1A01G428900	1383	3	0
TraesCS1A01G430400	1250	3	0
TraesCS1A01G430700	1464	3	0
TraesCS1A01G431700	167	3	0
TraesCS1A01G434500	1739	3	0
TraesCS1A01G435700	1416	3	0
TraesCS1A01G435800	1791	3	0
TraesCS1A01G436200	1474	3	0
TraesCS1A01G437100	664	3	0
TraesCS1A01G438100	1274	3	0
TraesCS1A01G441100	1556	3	0
TraesCS1A01G443500	479	3	0
TraesCS1A01G444000	710	3	0
TraesCS1A01G445100	792	3	0
TraesCS1B01G001200	1453	3	0
TraesCS1B01G001800	911	3	1
TraesCS1B01G004700	1	3	0
TraesCS1B01G008000	292	3	0
TraesCS1B01G011900	677	3	0
TraesCS1B01G015900	655	3	0
TraesCS1B01G017300	1009	3	0
TraesCS1B01G023500	915	3	0
TraesCS1B01G024800	1644	3	1
TraesCS1B01G024900	1644	3	0
TraesCS1B01G027300	409	3	0
TraesCS1B01G028400	1196	3	0
TraesCS1B01G032000	1968	3	0
TraesCS1B01G033300	1393	3	0
TraesCS1B01G034300	1783	3	0
TraesCS1B01G035000	1766	3	0
TraesCS1B01G037100	1742	3	1
TraesCS1B01G038600	1583	3	0
TraesCS1B01G039100	1260	3	0
TraesCS1B01G046600	1523	3	0
TraesCS1B01G046700	148	3	0
TraesCS1B01G047700	1705	3	0
TraesCS1B01G050200	1317	3	1
TraesCS1B01G050800	1421	3	0
TraesCS1B01G056500	345	3	0
TraesCS1B01G056800	351	3	0
TraesCS1B01G058300	1252	3	0
TraesCS1B01G062000	1011	3	0
TraesCS1B01G062100	162	3	0
TraesCS1B01G063300	1211	3	0
TraesCS1B01G066600	1576	3	0
TraesCS1B01G067000	1907	3	0
TraesCS1B01G067400	489	3	0
TraesCS1B01G069100	1740	3	0
TraesCS1B01G070300	1831	3	0
TraesCS1B01G071800	1324	3	1
TraesCS1B01G074100	1770	3	1
TraesCS1B01G074900	318	3	0
TraesCS1B01G075100	318	3	0
TraesCS1B01G075500	1115	3	0
TraesCS1B01G078600	1394	3	0
TraesCS1B01G079500	1591	3	0
TraesCS1B01G080800	1873	3	0
TraesCS1B01G081700	1294	3	0
TraesCS1B01G082000	799	3	0
TraesCS1B01G082400	1951	3	0
TraesCS1B01G087400	275	3	0
TraesCS1B01G087800	128	3	0
TraesCS1B01G090900	1292	3	0
TraesCS1B01G091300	235	3	0
TraesCS1B01G092100	891	3	0
TraesCS1B01G094500	421	3	0
TraesCS1B01G095300	1604	3	0
TraesCS1B01G095700	1913	3	0
TraesCS1B01G096300	897	3	0
TraesCS1B01G096600	1677	3	0
TraesCS1B01G096900	848	3	0
TraesCS1B01G098000	1740	3	0
TraesCS1B01G100500	439	3	0
TraesCS1B01G102600	149	3	0
TraesCS1B01G103800	1474	3	0
TraesCS1B01G105300	1559	3	0
TraesCS1B01G105600	1795	3	0
TraesCS1B01G107500	314	3	0
TraesCS1B01G108400	1765	3	0
TraesCS1B01G108500	77	3	0
TraesCS1B01G109000	469	3	0
TraesCS1B01G111200	418	3	0
TraesCS1B01G111800	1732	3	0
TraesCS1B01G113100	1176	3	0
TraesCS1B01G114400	837	3	0
TraesCS1B01G115000	698	3	0
TraesCS1B01G115900	1596	3	1
TraesCS1B01G117800	1252	3	1
TraesCS1B01G118400	162	3	1
TraesCS1B01G119900	621	3	0
TraesCS1B01G127800	489	3	0
TraesCS1B01G128200	663	3	0
TraesCS1B01G130200	776	3	0
TraesCS1B01G130600	19	3	0
TraesCS1B01G137900	1090	3	0
TraesCS1B01G139300	236	3	0
TraesCS1B01G139800	1310	3	0
TraesCS1B01G140400	252	3	0
TraesCS1B01G140600	127	3	0
TraesCS1B01G140700	805	3	0
TraesCS1B01G141800	1177	3	0
TraesCS1B01G143000	705	3	0
TraesCS1B01G145500	278	3	0
TraesCS1B01G146600	1393	3	0
TraesCS1B01G148300	357	3	0
TraesCS1B01G149700	356	3	0
TraesCS1B01G152400	995	3	0
TraesCS1B01G152900	122	3	0
TraesCS1B01G155500	585	3	0
TraesCS1B01G156600	1247	3	0
TraesCS1B01G157300	1095	3	0
TraesCS1B01G157800	1111	3	0
TraesCS1B01G158000	1122	3	0
TraesCS1B01G161600	1069	3	0
TraesCS1B01G162500	1186	3	0
TraesCS1B01G163600	1368	3	0
TraesCS1B01G163700	967	3	0
TraesCS1B01G164700	764	3	0
TraesCS1B01G165200	484	3	0
TraesCS1B01G167400	1530	3	0
TraesCS1B01G168600	1115	3	0
TraesCS1B01G171900	1880	3	0
TraesCS1B01G172300	813	3	0
TraesCS1B01G179800	6	3	0
TraesCS1B01G180000	1071	3	0
TraesCS1B01G180800	1467	3	0
TraesCS1B01G186100	1623	3	0
TraesCS1B01G191100	756	3	0
TraesCS1B01G191300	749	3	0
TraesCS1B01G193100	1405	3	0
TraesCS1B01G193600	620	3	0
TraesCS1B01G193700	446	3	0
TraesCS1B01G198300	1202	3	0
TraesCS1B01G198600	1095	3	0
TraesCS1B01G199500	1940	3	0
TraesCS1B01G203400	534	3	0
TraesCS1B01G203600	1328	3	0
TraesCS1B01G203800	881	3	0
TraesCS1B01G204300	1438	3	0
TraesCS1B01G204600	1896	3	0
TraesCS1B01G205500	958	3	0
TraesCS1B01G206300	193	3	0
TraesCS1B01G211100	1465	3	0
TraesCS1B01G211800	1734	3	0
TraesCS1B01G212300	1364	3	0
TraesCS1B01G213100	1966	3	0
TraesCS1B01G214400	1464	3	0
TraesCS1B01G214500	1289	3	0
TraesCS1B01G218000	382	3	0
TraesCS1B01G218200	546	3	0
TraesCS1B01G220000	1200	3	0
TraesCS1B01G224900	1935	3	0
TraesCS1B01G225700	1846	3	0
TraesCS1B01G226000	697	3	0
TraesCS1B01G227100	636	3	0
TraesCS1B01G229400	1512	3	0
TraesCS1B01G233200	1	3	0
TraesCS1B01G234500	930	3	0
TraesCS1B01G235800	639	3	0
TraesCS1B01G235900	1854	3	0
TraesCS1B01G239700	140	3	0
TraesCS1B01G250700	558	3	0
TraesCS1B01G251900	1638	3	0
TraesCS1B01G255800	1072	3	0
TraesCS1B01G257800	764	3	0
TraesCS1B01G258000	1772	3	0
TraesCS1B01G258200	1633	3	0
TraesCS1B01G258600	1769	3	0
TraesCS1B01G261500	730	3	0
TraesCS1B01G265600	1799	3	1
TraesCS1B01G266000	430	3	0
TraesCS1B01G269000	772	3	0
TraesCS1B01G269400	1867	3	0
TraesCS1B01G271100	196	3	0
TraesCS1B01G273000	1029	3	0
TraesCS1B01G273100	1727	3	0
TraesCS1B01G273800	79	3	0
TraesCS1B01G275300	23	3	0
TraesCS1B01G275700	892	3	0
TraesCS1B01G275800	1528	3	0
TraesCS1B01G275900	663	3	0
TraesCS1B01G278000	1599	3	0
TraesCS1B01G282000	1861	3	0
TraesCS1B01G284500	35	3	0
TraesCS1B01G285000	413	3	0
TraesCS1B01G285300	1755	3	0
TraesCS1B01G285700	1107	3	0
TraesCS1B01G287600	857	3	0
TraesCS1B01G287800	659	3	0
TraesCS1B01G288500	831	3	0
TraesCS1B01G288600	1682	3	1
TraesCS1B01G291400	625	3	0
TraesCS1B01G292200	683	3	1
TraesCS1B01G293700	996	3	0
TraesCS1B01G296500	548	3	0
TraesCS1B01G298600	906	3	0
TraesCS1B01G299700	1779	3	0
TraesCS1B01G300900	1915	3	0
TraesCS1B01G301500	760	3	1
TraesCS1B01G304100	595	3	0
TraesCS1B01G304200	1548	3	0
TraesCS1B01G306200	1742	3	0
TraesCS1B01G307300	1702	3	0
TraesCS1B01G309300	1837	3	0
TraesCS1B01G309800	1071	3	0
TraesCS1B01G310500	542	3	0
TraesCS1B01G311600	1786	3	0
TraesCS1B01G311900	97	3	0
TraesCS1B01G313400	281	3	0
TraesCS1B01G314200	1280	3	0
TraesCS1B01G315600	1322	3	0
TraesCS1B01G317400	883	3	0
TraesCS1B01G318700	1030	3	0
TraesCS1B01G319400	16	3	0
TraesCS1B01G320100	879	3	0
TraesCS1B01G322600	1349	3	0
TraesCS1B01G322900	989	3	0
TraesCS1B01G323700	1438	3	0
TraesCS1B01G324000	1079	3	0
TraesCS1B01G325300	1208	3	0
TraesCS1B01G325900	996	3	0
TraesCS1B01G326100	1736	3	0
TraesCS1B01G328500	641	3	0
TraesCS1B01G328700	669	3	0
TraesCS1B01G328900	669	3	0
TraesCS1B01G329100	641	3	0
TraesCS1B01G331900	836	3	0
TraesCS1B01G333700	191	3	0
TraesCS1B01G334700	288	3	0
TraesCS1B01G334800	1263	3	0
TraesCS1B01G336500	1406	3	0
TraesCS1B01G339500	272	3	0
TraesCS1B01G340500	1740	3	0
TraesCS1B01G340900	197	3	0
TraesCS1B01G341300	127	3	0
TraesCS1B01G342300	943	3	0
TraesCS1B01G343300	692	3	0
TraesCS1B01G347600	1281	3	0
TraesCS1B01G348500	226	3	0
TraesCS1B01G348600	1831	3	0
TraesCS1B01G350100	292	3	0
TraesCS1B01G352200	877	3	0
TraesCS1B01G352900	102	3	0
TraesCS1B01G353500	1508	3	0
TraesCS1B01G355400	1738	3	0
TraesCS1B01G356500	206	3	0
TraesCS1B01G358100	1534	3	0
TraesCS1B01G358200	1704	3	0
TraesCS1B01G361400	1247	3	0
TraesCS1B01G363600	1971	3	0
TraesCS1B01G363900	1248	3	0
TraesCS1B01G364200	278	3	0
TraesCS1B01G365300	1927	3	0
TraesCS1B01G366900	39	3	0
TraesCS1B01G367400	228	3	0
TraesCS1B01G368900	902	3	0
TraesCS1B01G370600	1547	3	0
TraesCS1B01G372000	402	3	0
TraesCS1B01G372400	1769	3	0
TraesCS1B01G374100	1720	3	0
TraesCS1B01G376800	1604	3	0
TraesCS1B01G377200	1469	3	0
TraesCS1B01G378500	1429	3	0
TraesCS1B01G380700	693	3	0
TraesCS1B01G389900	746	3	0
TraesCS1B01G391700	1875	3	0
TraesCS1B01G392200	1092	3	0
TraesCS1B01G394500	1760	3	0
TraesCS1B01G395300	1422	3	0
TraesCS1B01G395600	1117	3	0
TraesCS1B01G395900	241	3	0
TraesCS1B01G399600	1927	3	0
TraesCS1B01G400200	1192	3	0
TraesCS1B01G400600	1708	3	0
TraesCS1B01G402000	435	3	0
TraesCS1B01G402900	12	3	0
TraesCS1B01G403100	1332	3	0
TraesCS1B01G405100	267	3	0
TraesCS1B01G405200	1239	3	0
TraesCS1B01G405400	1985	3	0
TraesCS1B01G405500	1242	3	0
TraesCS1B01G405800	1333	3	0
TraesCS1B01G406300	1540	3	0
TraesCS1B01G410100	1468	3	0
TraesCS1B01G418400	1756	3	0
TraesCS1B01G418900	1040	3	0
TraesCS1B01G421000	798	3	0
TraesCS1B01G422500	266	3	0
TraesCS1B01G425000	966	3	0
TraesCS1B01G427600	315	3	0
TraesCS1B01G427700	924	3	0
TraesCS1B01G432000	1621	3	0
TraesCS1B01G432500	432	3	0
TraesCS1B01G433200	342	3	0
TraesCS1B01G434600	1658	3	0
TraesCS1B01G435400	1525	3	0
TraesCS1B01G435500	1815	3	0
TraesCS1B01G435700	1118	3	0
TraesCS1B01G437400	1353	3	0
TraesCS1B01G439000	1888	3	0
TraesCS1B01G439200	1204	3	0
TraesCS1B01G439600	1612	3	0
TraesCS1B01G440600	516	3	0
TraesCS1B01G441200	1809	3	0
TraesCS1B01G448900	398	3	0
TraesCS1B01G454300	697	3	0
TraesCS1B01G456300	844	3	0
TraesCS1B01G457600	1117	3	0
TraesCS1B01G458800	102	3	0
TraesCS1B01G461400	939	3	0
TraesCS1B01G463000	874	3	0
TraesCS1B01G465100	973	3	0
TraesCS1B01G466600	1790	3	0
TraesCS1B01G467400	1645	3	0
TraesCS1B01G467500	1673	3	0
TraesCS1B01G467700	522	3	0
TraesCS1B01G469500	817	3	1
TraesCS1B01G470100	1316	3	0
TraesCS1B01G471100	1075	3	0
TraesCS1B01G471400	1462	3	0
TraesCS1B01G473300	1681	3	0
TraesCS1B01G474300	1811	3	0
TraesCS1B01G474400	1212	3	0
TraesCS1B01G475300	692	3	0
TraesCS1B01G478300	443	3	0
TraesCS1B01G481200	316	3	0
TraesCS1D01G001600	1807	3	0
TraesCS1D01G003000	667	3	0
TraesCS1D01G003400	1493	3	0
TraesCS1D01G005300	611	3	0
TraesCS1D01G007900	684	3	0
TraesCS1D01G008900	794	3	0
TraesCS1D01G010800	1018	3	0
TraesCS1D01G011100	1331	3	0
TraesCS1D01G012800	809	3	0
TraesCS1D01G014100	1606	3	0
TraesCS1D01G015800	1079	3	0
TraesCS1D01G017800	215	3	0
TraesCS1D01G018000	215	3	0
TraesCS1D01G024000	1150	3	0
TraesCS1D01G026000	1085	3	0
TraesCS1D01G028100	1668	3	0
TraesCS1D01G028700	634	3	0
TraesCS1D01G030800	456	3	0
TraesCS1D01G031800	49	3	0
TraesCS1D01G033000	203	3	0
TraesCS1D01G035300	1901	3	0
TraesCS1D01G036300	1452	3	0
TraesCS1D01G038900	957	3	0
TraesCS1D01G040100	643	3	0
TraesCS1D01G041000	494	3	0
TraesCS1D01G046200	262	3	0
TraesCS1D01G046500	1240	3	0
TraesCS1D01G048100	656	3	0
TraesCS1D01G048800	192	3	0
TraesCS1D01G051200	1612	3	0
TraesCS1D01G051300	825	3	0
TraesCS1D01G052300	914	3	0
TraesCS1D01G053200	1375	3	0
TraesCS1D01G056400	356	3	0
TraesCS1D01G061900	31	3	0
TraesCS1D01G065100	122	3	0
TraesCS1D01G065300	1339	3	0
TraesCS1D01G065900	1761	3	0
TraesCS1D01G066100	1907	3	0
TraesCS1D01G067700	369	3	0
TraesCS1D01G068600	728	3	0
TraesCS1D01G068700	1796	3	0
TraesCS1D01G070900	1413	3	0
TraesCS1D01G071100	974	3	0
TraesCS1D01G071200	378	3	0
TraesCS1D01G072200	100	3	0
TraesCS1D01G078100	1628	3	0
TraesCS1D01G078600	748	3	0
TraesCS1D01G080200	856	3	0
TraesCS1D01G082300	643	3	0
TraesCS1D01G087200	1960	3	0
TraesCS1D01G087500	1123	3	0
TraesCS1D01G088300	1473	3	0
TraesCS1D01G090700	1821	3	0
TraesCS1D01G090900	840	3	0
TraesCS1D01G091200	385	3	0
TraesCS1D01G092600	1491	3	0
TraesCS1D01G093100	1816	3	0
TraesCS1D01G101700	1152	3	0
TraesCS1D01G104400	1585	3	0
TraesCS1D01G110100	1122	3	0
TraesCS1D01G110300	1808	3	0
TraesCS1D01G110800	1973	3	0
TraesCS1D01G111000	819	3	0
TraesCS1D01G111400	1013	3	0
TraesCS1D01G113600	682	3	0
TraesCS1D01G114300	515	3	0
TraesCS1D01G115500	672	3	0
TraesCS1D01G116400	512	3	0
TraesCS1D01G119300	1101	3	0
TraesCS1D01G121300	1753	3	0
TraesCS1D01G121400	1639	3	0
TraesCS1D01G121900	245	3	0
TraesCS1D01G122400	144	3	1
TraesCS1D01G122700	1448	3	0
TraesCS1D01G122900	1206	3	0
TraesCS1D01G124100	1213	3	0
TraesCS1D01G124600	1138	3	0
TraesCS1D01G127200	270	3	0
TraesCS1D01G128600	1775	3	0
TraesCS1D01G128900	955	3	0
TraesCS1D01G130100	376	3	0
TraesCS1D01G130500	1970	3	0
TraesCS1D01G134100	1720	3	0
TraesCS1D01G135100	973	3	0
TraesCS1D01G137600	260	3	0
TraesCS1D01G139000	1527	3	0
TraesCS1D01G139500	1138	3	0
TraesCS1D01G141500	593	3	0
TraesCS1D01G142300	910	3	0
TraesCS1D01G143200	1188	3	0
TraesCS1D01G143600	426	3	0
TraesCS1D01G145900	771	3	0
TraesCS1D01G147100	597	3	1
TraesCS1D01G148300	144	3	0
TraesCS1D01G152100	1499	3	0
TraesCS1D01G156600	1270	3	0
TraesCS1D01G158000	1553	3	0
TraesCS1D01G159700	633	3	0
TraesCS1D01G159900	6	3	0
TraesCS1D01G160500	1918	3	0
TraesCS1D01G160700	1577	3	0
TraesCS1D01G168100	433	3	0
TraesCS1D01G170200	870	3	0
TraesCS1D01G170700	1210	3	0
TraesCS1D01G171000	1377	3	0
TraesCS1D01G172600	1223	3	0
TraesCS1D01G173200	933	3	0
TraesCS1D01G174100	210	3	1
TraesCS1D01G174300	1619	3	0
TraesCS1D01G174500	1245	3	0
TraesCS1D01G177300	1020	3	0
TraesCS1D01G177800	722	3	1
TraesCS1D01G178500	365	3	0
TraesCS1D01G178800	975	3	0
TraesCS1D01G186100	1971	3	0
TraesCS1D01G186600	1628	3	0
TraesCS1D01G186900	1690	3	0
TraesCS1D01G190200	713	3	0
